,driver_id,driver_modal,delivery_distance_meters
786,27091,MOTOBOY,274172.0
787,48571,MOTOBOY,274039.0
788,36811,MOTOBOY,273908.0
789,46382,MOTOBOY,273889.0
790,31061,MOTOBOY,272923.0
791,57550,MOTOBOY,271964.0
792,23780,MOTOBOY,271701.0
793,27429,MOTOBOY,271079.0
794,26502,MOTOBOY,270840.0
795,9301,BIKER,270734.0
796,12457,MOTOBOY,270148.0
797,23671,BIKER,270131.0
798,9315,BIKER,269965.0
799,44059,MOTOBOY,269955.0
800,13569,MOTOBOY,269225.0
801,26144,MOTOBOY,269194.0
802,5447,MOTOBOY,269184.0
803,18862,MOTOBOY,268740.0
804,27667,MOTOBOY,268716.0
805,50608,MOTOBOY,268557.0
806,47271,MOTOBOY,268100.0
807,30854,MOTOBOY,267821.0
808,3140,MOTOBOY,267468.0
809,749,MOTOBOY,267049.0
810,17377,MOTOBOY,266103.0
811,4149,MOTOBOY,265712.0
812,38167,MOTOBOY,265179.0
813,39959,MOTOBOY,263790.0
814,23399,BIKER,263583.0
815,26251,MOTOBOY,262770.0
816,25712,MOTOBOY,262231.0
817,26609,MOTOBOY,262077.0
818,10053,MOTOBOY,261177.0
819,574,MOTOBOY,261082.0
820,21048,BIKER,260982.0
821,44548,MOTOBOY,260746.0
822,15528,BIKER,259465.0
823,26599,MOTOBOY,259196.0
824,13383,MOTOBOY,258256.0
825,4988,BIKER,257954.0
826,43188,MOTOBOY,257853.0
827,45469,BIKER,257612.0
828,50816,MOTOBOY,257553.0
829,24872,MOTOBOY,257480.0
830,25798,MOTOBOY,257454.0
831,6925,MOTOBOY,257187.0
832,26278,MOTOBOY,256681.0
833,20552,BIKER,256657.0
834,34787,MOTOBOY,256585.0
835,10259,BIKER,256472.0
836,29150,MOTOBOY,256407.0
837,7552,MOTOBOY,256134.0
838,7492,BIKER,255182.0
839,38685,MOTOBOY,253770.0
840,58173,MOTOBOY,253396.0
841,512,MOTOBOY,253269.0
842,28165,MOTOBOY,252811.0
843,20411,BIKER,252090.0
844,47294,MOTOBOY,252023.0
845,23142,MOTOBOY,251684.0
846,50770,MOTOBOY,251677.0
847,11125,MOTOBOY,251448.0
848,5606,MOTOBOY,250844.0
849,11574,BIKER,250773.0
850,32840,MOTOBOY,249885.0
851,10504,MOTOBOY,249542.0
852,938,BIKER,249369.0
853,24358,MOTOBOY,249232.0
854,15162,MOTOBOY,248358.0
855,9600,BIKER,248357.0
856,46926,MOTOBOY,248351.0
857,38636,MOTOBOY,248341.0
858,40974,BIKER,247405.0
859,7090,MOTOBOY,246786.0
860,7096,MOTOBOY,246198.0
861,61448,MOTOBOY,244509.0
862,45399,MOTOBOY,244226.0
863,10024,BIKER,244144.0
864,12330,BIKER,243730.0
865,13581,MOTOBOY,243054.0
866,63767,MOTOBOY,242699.0
867,38064,MOTOBOY,241519.0
868,36401,MOTOBOY,240991.0
869,25610,BIKER,240824.0
870,6718,BIKER,240821.0
871,27165,MOTOBOY,240611.0
872,6774,MOTOBOY,240445.0
873,31950,MOTOBOY,239908.0
874,5226,BIKER,239582.0
875,33619,BIKER,238717.0
876,1433,BIKER,238370.0
877,6080,BIKER,238135.0
878,58232,MOTOBOY,237452.0
879,44704,MOTOBOY,237222.0
880,31141,MOTOBOY,235571.0
881,54032,MOTOBOY,234516.0
882,13372,MOTOBOY,234305.0
883,29624,MOTOBOY,234117.0
884,14053,BIKER,233801.0
885,174,BIKER,233680.0
886,4723,MOTOBOY,232938.0
887,54832,MOTOBOY,232856.0
888,50642,MOTOBOY,232696.0
889,13017,MOTOBOY,232604.0
890,28110,MOTOBOY,232085.0
891,24435,MOTOBOY,231879.0
892,24341,MOTOBOY,231508.0
893,36096,MOTOBOY,230750.0
894,46023,MOTOBOY,230604.0
895,37366,MOTOBOY,230260.0
896,29271,MOTOBOY,230023.0
897,52167,MOTOBOY,230012.0
898,25506,MOTOBOY,229973.0
899,12432,MOTOBOY,229928.0
900,50630,MOTOBOY,229331.0
901,55843,MOTOBOY,229022.0
902,15915,BIKER,228905.0
903,28456,BIKER,228416.0
904,49494,MOTOBOY,227638.0
905,13356,BIKER,227315.0
906,2001,MOTOBOY,227224.0
907,29557,MOTOBOY,227178.0
908,41870,MOTOBOY,226569.0
909,10978,BIKER,225391.0
910,7399,MOTOBOY,225347.0
911,35808,BIKER,225345.0
912,31434,MOTOBOY,224563.0
913,1126,BIKER,224321.0
914,54964,MOTOBOY,223445.0
915,50054,MOTOBOY,223361.0
916,1374,MOTOBOY,223104.0
917,26233,MOTOBOY,222901.0
918,26532,MOTOBOY,222750.0
919,22428,MOTOBOY,222269.0
920,47317,MOTOBOY,221559.0
921,976,BIKER,221553.0
922,17703,BIKER,221318.0
923,754,MOTOBOY,221263.0
924,23777,MOTOBOY,221236.0
925,12076,MOTOBOY,221032.0
926,14167,MOTOBOY,220751.0
927,48348,MOTOBOY,220131.0
928,33352,MOTOBOY,219975.0
929,6045,MOTOBOY,219638.0
930,59601,MOTOBOY,219611.0
931,23558,BIKER,219441.0
932,14068,BIKER,219092.0
933,17660,BIKER,218286.0
934,18017,MOTOBOY,217942.0
935,51124,MOTOBOY,217919.0
936,38548,MOTOBOY,217490.0
937,30802,MOTOBOY,217141.0
938,29600,BIKER,216979.0
939,51693,MOTOBOY,216789.0
940,23357,MOTOBOY,216717.0
941,48062,BIKER,216519.0
942,29341,MOTOBOY,216463.0
943,49127,MOTOBOY,215872.0
944,7108,BIKER,215358.0
945,35238,BIKER,215317.0
946,27442,MOTOBOY,215008.0
947,23900,BIKER,214940.0
948,28149,BIKER,214656.0
949,454,MOTOBOY,214543.0
950,32902,BIKER,214380.0
951,33620,MOTOBOY,214344.0
952,13579,MOTOBOY,214247.0
953,41797,MOTOBOY,214202.0
954,48226,BIKER,214026.0
955,54276,MOTOBOY,214008.0
956,53631,MOTOBOY,213786.0
957,10932,BIKER,213779.0
958,41868,MOTOBOY,213582.0
959,510,MOTOBOY,213499.0
960,508,MOTOBOY,213330.0
961,27594,MOTOBOY,212758.0
962,26465,MOTOBOY,212631.0
963,43721,MOTOBOY,212327.0
964,32251,MOTOBOY,211679.0
965,5008,BIKER,211297.0
966,39556,MOTOBOY,211181.0
967,30158,MOTOBOY,211112.0
968,3518,MOTOBOY,210441.0
969,11937,MOTOBOY,210111.0
970,28180,MOTOBOY,209865.0
971,8315,BIKER,209523.0
972,46290,MOTOBOY,209505.0
973,43216,MOTOBOY,208646.0
974,38301,MOTOBOY,208187.0
975,31030,MOTOBOY,208116.0
976,38589,MOTOBOY,207318.0
977,41128,MOTOBOY,206988.0
978,33980,MOTOBOY,206926.0
979,16993,BIKER,206922.0
980,43141,MOTOBOY,206906.0
981,2472,MOTOBOY,206679.0
982,40150,MOTOBOY,206609.0
983,5274,MOTOBOY,206102.0
984,463,MOTOBOY,205695.0
985,44652,BIKER,205243.0
986,5018,MOTOBOY,204790.0
987,14679,MOTOBOY,204428.0
988,11172,BIKER,204017.0
989,28169,MOTOBOY,203645.0
990,32407,BIKER,203428.0
991,4350,MOTOBOY,202665.0
992,17760,MOTOBOY,201920.0
993,228,MOTOBOY,201771.0
994,4059,MOTOBOY,201736.0
995,14457,MOTOBOY,201610.0
996,36559,MOTOBOY,201561.0
997,6131,MOTOBOY,201366.0
998,6878,BIKER,201194.0
999,4734,MOTOBOY,201039.0
1000,26681,MOTOBOY,200485.0
1001,4896,BIKER,200367.0
1002,22792,MOTOBOY,200330.0
1003,14632,BIKER,200046.0
1004,52752,MOTOBOY,199993.0
1005,40955,BIKER,199993.0
1006,5907,MOTOBOY,199587.0
1007,16951,BIKER,199531.0
1008,10530,MOTOBOY,198965.0
1009,29038,MOTOBOY,198894.0
1010,42113,MOTOBOY,198844.0
1011,15370,MOTOBOY,198322.0
1012,390,MOTOBOY,197906.0
1013,33491,MOTOBOY,197847.0
1014,9540,MOTOBOY,197758.0
1015,29451,MOTOBOY,197119.0
1016,16691,MOTOBOY,197008.0
1017,26832,MOTOBOY,196970.0
1018,28858,BIKER,196876.0
1019,2820,BIKER,196073.0
1020,8654,BIKER,195959.0
1021,4929,BIKER,195432.0
1022,38073,BIKER,195275.0
1023,36055,MOTOBOY,194855.0
1024,22532,MOTOBOY,194608.0
1025,7907,MOTOBOY,194598.0
1026,41085,MOTOBOY,193852.0
1027,1073,MOTOBOY,193597.0
1028,20525,MOTOBOY,193589.0
1029,16511,MOTOBOY,193006.0
1030,15286,MOTOBOY,192832.0
1031,5308,BIKER,192413.0
1032,664,MOTOBOY,191940.0
1033,29256,MOTOBOY,191718.0
1034,58695,MOTOBOY,191358.0
1035,11263,MOTOBOY,191324.0
1036,27219,MOTOBOY,191059.0
1037,47711,MOTOBOY,190878.0
1038,26557,MOTOBOY,190381.0
1039,7774,BIKER,189820.0
1040,55187,MOTOBOY,189639.0
1041,28415,MOTOBOY,189133.0
1042,13869,MOTOBOY,189126.0
1043,28330,MOTOBOY,188943.0
1044,33471,MOTOBOY,188735.0
1045,28301,MOTOBOY,188264.0
1046,55746,BIKER,188249.0
1047,26588,BIKER,187752.0
1048,18102,BIKER,187678.0
1049,40244,MOTOBOY,187603.0
1050,13771,MOTOBOY,187111.0
1051,48453,MOTOBOY,186778.0
1052,6106,MOTOBOY,186541.0
1053,63781,MOTOBOY,186406.0
1054,27810,BIKER,186288.0
1055,2159,MOTOBOY,186263.0
1056,16739,MOTOBOY,186261.0
1057,46572,MOTOBOY,185985.0
1058,8655,BIKER,185890.0
1059,55429,MOTOBOY,185879.0
1060,7397,BIKER,185803.0
1061,30040,MOTOBOY,185762.0
1062,56010,MOTOBOY,185721.0
1063,726,BIKER,185228.0
1064,26629,MOTOBOY,184766.0
1065,2061,BIKER,184606.0
1066,21232,MOTOBOY,184603.0
1067,22260,BIKER,184543.0
1068,16250,BIKER,184268.0
1069,23552,MOTOBOY,184164.0
1070,3864,BIKER,184046.0
1071,14617,MOTOBOY,183923.0
1072,18774,MOTOBOY,183854.0
1073,8456,MOTOBOY,183628.0
1074,49716,MOTOBOY,183508.0
1075,28629,BIKER,183492.0
1076,29378,BIKER,183315.0
1077,17537,BIKER,182840.0
1078,6987,BIKER,182792.0
1079,25951,MOTOBOY,182733.0
1080,809,MOTOBOY,182456.0
1081,11393,BIKER,182423.0
1082,23274,MOTOBOY,181813.0
1083,26014,BIKER,181517.0
1084,8909,BIKER,180689.0
1085,42434,MOTOBOY,180634.0
1086,49790,MOTOBOY,180609.0
1087,52259,MOTOBOY,180486.0
1088,31814,BIKER,180384.0
1089,24794,MOTOBOY,179805.0
1090,52402,BIKER,179367.0
1091,55996,MOTOBOY,179021.0
1092,14626,MOTOBOY,178218.0
1093,27551,MOTOBOY,178131.0
1094,13599,BIKER,178104.0
1095,30970,MOTOBOY,178046.0
1096,61517,MOTOBOY,177752.0
1097,34811,MOTOBOY,177462.0
1098,19898,MOTOBOY,177385.0
1099,45612,MOTOBOY,177361.0
1100,42047,MOTOBOY,177313.0
1101,28397,MOTOBOY,177187.0
1102,23587,MOTOBOY,176928.0
1103,31415,MOTOBOY,176840.0
1104,28838,BIKER,176782.0
1105,2002,MOTOBOY,176644.0
1106,21434,MOTOBOY,176558.0
1107,28128,MOTOBOY,175765.0
1108,5315,MOTOBOY,175541.0
1109,32531,MOTOBOY,175115.0
1110,47290,MOTOBOY,174921.0
1111,19187,MOTOBOY,174803.0
1112,45936,BIKER,174617.0
1113,25453,MOTOBOY,174596.0
1114,53786,MOTOBOY,174523.0
1115,9177,MOTOBOY,174497.0
1116,6066,MOTOBOY,174472.0
1117,51705,MOTOBOY,173772.0
1118,31783,BIKER,173716.0
1119,48600,MOTOBOY,173303.0
1120,15469,BIKER,173199.0
1121,42394,BIKER,172881.0
1122,8024,BIKER,172874.0
1123,48167,BIKER,172046.0
1124,37383,BIKER,171971.0
1125,4937,MOTOBOY,171670.0
1126,488,MOTOBOY,171565.0
1127,22726,MOTOBOY,171537.0
1128,30222,BIKER,171367.0
1129,731,MOTOBOY,170964.0
1130,9186,BIKER,170855.0
1131,27154,MOTOBOY,170776.0
1132,14671,MOTOBOY,170610.0
1133,50618,MOTOBOY,170203.0
1134,59874,MOTOBOY,169806.0
1135,36696,MOTOBOY,169461.0
1136,6361,MOTOBOY,169014.0
1137,41980,MOTOBOY,168954.0
1138,6258,MOTOBOY,168526.0
1139,45830,MOTOBOY,167670.0
1140,202,BIKER,167436.0
1141,7258,BIKER,167258.0
1142,8289,BIKER,167056.0
1143,5501,BIKER,167052.0
1144,7736,MOTOBOY,166849.0
1145,59172,MOTOBOY,166829.0
1146,18820,MOTOBOY,166437.0
1147,25817,BIKER,166393.0
1148,5163,MOTOBOY,166227.0
1149,47844,BIKER,166222.0
1150,43602,MOTOBOY,166132.0
1151,2872,BIKER,165938.0
1152,8959,MOTOBOY,165586.0
1153,15120,MOTOBOY,165400.0
1154,9793,BIKER,164784.0
1155,6312,MOTOBOY,164726.0
1156,509,MOTOBOY,164648.0
1157,49997,MOTOBOY,164476.0
1158,13043,MOTOBOY,164476.0
1159,34577,BIKER,163984.0
1160,38627,BIKER,163898.0
1161,15199,MOTOBOY,163736.0
1162,38887,MOTOBOY,163626.0
1163,11312,BIKER,163599.0
1164,23063,MOTOBOY,163096.0
1165,63322,MOTOBOY,162616.0
1166,16066,BIKER,162270.0
1167,56903,MOTOBOY,161484.0
1168,21733,MOTOBOY,161429.0
1169,48334,MOTOBOY,161152.0
1170,59514,MOTOBOY,161118.0
1171,7249,BIKER,160994.0
1172,46780,MOTOBOY,160898.0
1173,4431,MOTOBOY,160652.0
1174,11482,MOTOBOY,159707.0
1175,4190,MOTOBOY,159704.0
1176,27392,BIKER,159471.0
1177,23455,BIKER,159405.0
1178,172,MOTOBOY,158445.0
1179,8009,BIKER,158334.0
1180,61454,MOTOBOY,158084.0
1181,21839,BIKER,157888.0
1182,34973,BIKER,157564.0
1183,7281,BIKER,157518.0
1184,12227,BIKER,157330.0
1185,26010,BIKER,156676.0
1186,50626,MOTOBOY,156624.0
1187,43312,BIKER,156452.0
1188,30486,BIKER,156422.0
1189,28516,MOTOBOY,156368.0
1190,27647,BIKER,155961.0
1191,27953,MOTOBOY,155710.0
1192,25347,MOTOBOY,155159.0
1193,17399,BIKER,154590.0
1194,19966,BIKER,154555.0
1195,32181,MOTOBOY,154352.0
1196,46319,MOTOBOY,154237.0
1197,25023,MOTOBOY,153994.0
1198,61824,MOTOBOY,153824.0
1199,11230,BIKER,153667.0
1200,10514,MOTOBOY,153513.0
1201,18033,BIKER,153314.0
1202,22114,MOTOBOY,153243.0
1203,14155,BIKER,153152.0
1204,3872,BIKER,153067.0
1205,24977,MOTOBOY,152918.0
1206,62232,MOTOBOY,152875.0
1207,35093,BIKER,152462.0
1208,43793,BIKER,152310.0
1209,61611,MOTOBOY,152137.0
1210,13527,MOTOBOY,152010.0
1211,13453,MOTOBOY,151990.0
1212,31763,BIKER,151679.0
1213,48447,MOTOBOY,151369.0
1214,2473,BIKER,151273.0
1215,38813,MOTOBOY,151211.0
1216,1874,BIKER,151190.0
1217,27748,BIKER,151065.0
1218,24949,BIKER,150934.0
1219,37155,MOTOBOY,150909.0
1220,32623,BIKER,150905.0
1221,33698,MOTOBOY,150714.0
1222,61822,MOTOBOY,150660.0
1223,564,MOTOBOY,150347.0
1224,416,BIKER,150027.0
1225,5280,MOTOBOY,149665.0
1226,5098,MOTOBOY,149621.0
1227,10988,MOTOBOY,149575.0
1228,1511,MOTOBOY,149268.0
1229,5435,MOTOBOY,149213.0
1230,6026,MOTOBOY,149060.0
1231,22677,MOTOBOY,148830.0
1232,20703,MOTOBOY,148623.0
1233,12148,MOTOBOY,148594.0
1234,34930,MOTOBOY,148548.0
1235,32069,BIKER,148492.0
1236,1223,MOTOBOY,148152.0
1237,43177,BIKER,147420.0
1238,14757,MOTOBOY,147091.0
1239,1039,BIKER,146952.0
1240,33055,MOTOBOY,146817.0
1241,27798,MOTOBOY,146797.0
1242,6789,BIKER,146697.0
1243,25902,MOTOBOY,146352.0
1244,54913,MOTOBOY,146309.0
1245,9227,BIKER,145978.0
1246,39022,MOTOBOY,145924.0
1247,32180,MOTOBOY,145441.0
1248,655,MOTOBOY,144937.0
1249,9828,MOTOBOY,144702.0
1250,27826,BIKER,144673.0
1251,34741,MOTOBOY,144668.0
1252,41350,MOTOBOY,144419.0
1253,27857,MOTOBOY,144390.0
1254,32836,MOTOBOY,144206.0
1255,11480,MOTOBOY,144197.0
1256,46252,BIKER,143982.0
1257,48028,MOTOBOY,143669.0
1258,17265,MOTOBOY,143301.0
1259,37646,BIKER,143249.0
1260,8338,MOTOBOY,143244.0
1261,30182,BIKER,143167.0
1262,27978,MOTOBOY,143114.0
1263,35909,MOTOBOY,142996.0
1264,5468,MOTOBOY,142447.0
1265,11366,MOTOBOY,142267.0
1266,3306,BIKER,142024.0
1267,8964,MOTOBOY,141938.0
1268,29626,MOTOBOY,141545.0
1269,11330,MOTOBOY,141457.0
1270,44167,MOTOBOY,141360.0
1271,1837,MOTOBOY,141279.0
1272,42637,MOTOBOY,141268.0
1273,11487,BIKER,141023.0
1274,32188,MOTOBOY,140698.0
1275,16832,BIKER,140637.0
1276,25468,MOTOBOY,140531.0
1277,30075,MOTOBOY,140342.0
1278,8598,MOTOBOY,140154.0
1279,17862,MOTOBOY,139840.0
1280,42259,MOTOBOY,139691.0
1281,28603,MOTOBOY,139519.0
1282,7953,BIKER,139377.0
1283,36932,BIKER,139336.0
1284,50725,BIKER,139022.0
1285,53565,MOTOBOY,138869.0
1286,1405,BIKER,138720.0
1287,48509,MOTOBOY,137990.0
1288,37954,MOTOBOY,137702.0
1289,14242,MOTOBOY,137188.0
1290,39953,BIKER,136729.0
1291,810,MOTOBOY,136678.0
1292,39386,BIKER,136552.0
1293,26237,MOTOBOY,136488.0
1294,54904,MOTOBOY,136460.0
1295,38418,MOTOBOY,136385.0
1296,15512,MOTOBOY,136274.0
1297,32433,MOTOBOY,135896.0
1298,42595,MOTOBOY,135854.0
1299,55242,MOTOBOY,135851.0
1300,36728,BIKER,135848.0
1301,33241,MOTOBOY,135123.0
1302,42226,MOTOBOY,135074.0
1303,6536,BIKER,134940.0
1304,39814,BIKER,134791.0
1305,55322,MOTOBOY,134498.0
1306,28544,MOTOBOY,134029.0
1307,5058,MOTOBOY,133953.0
1308,27538,MOTOBOY,133810.0
1309,46571,MOTOBOY,133621.0
1310,45170,MOTOBOY,133533.0
1311,59757,MOTOBOY,133167.0
1312,53797,MOTOBOY,133156.0
1313,17735,BIKER,132849.0
1314,23975,MOTOBOY,132809.0
1315,40245,MOTOBOY,132627.0
1316,25555,MOTOBOY,132619.0
1317,40051,MOTOBOY,132022.0
1318,38653,MOTOBOY,131900.0
1319,303,MOTOBOY,131720.0
1320,26669,MOTOBOY,131504.0
1321,55854,MOTOBOY,131487.0
1322,801,MOTOBOY,131317.0
1323,245,MOTOBOY,131288.0
1324,40504,MOTOBOY,131236.0
1325,4381,MOTOBOY,131094.0
1326,53802,MOTOBOY,130807.0
1327,10066,BIKER,130794.0
1328,343,BIKER,130513.0
1329,46850,BIKER,130448.0
1330,28041,BIKER,130165.0
1331,27172,MOTOBOY,130099.0
1332,32639,MOTOBOY,130061.0
1333,26782,MOTOBOY,129721.0
1334,39423,MOTOBOY,129160.0
1335,64472,MOTOBOY,129078.0
1336,48100,MOTOBOY,129045.0
1337,19968,BIKER,129005.0
1338,43659,MOTOBOY,128718.0
1339,10180,MOTOBOY,128574.0
1340,4179,MOTOBOY,128563.0
1341,47338,BIKER,128459.0
1342,23670,MOTOBOY,128309.0
1343,30687,MOTOBOY,128222.0
1344,8855,BIKER,128201.0
1345,48053,MOTOBOY,127865.0
1346,6881,BIKER,127630.0
1347,28919,MOTOBOY,127392.0
1348,16619,MOTOBOY,127337.0
1349,45613,MOTOBOY,127305.0
1350,35542,MOTOBOY,127081.0
1351,298,MOTOBOY,126724.0
1352,632,BIKER,126713.0
1353,47776,MOTOBOY,126683.0
1354,38642,BIKER,126479.0
1355,12096,MOTOBOY,126430.0
1356,48978,MOTOBOY,126216.0
1357,7896,MOTOBOY,126066.0
1358,51633,MOTOBOY,125978.0
1359,45781,MOTOBOY,125967.0
1360,35095,MOTOBOY,125870.0
1361,28345,MOTOBOY,125807.0
1362,30554,BIKER,125794.0
1363,39511,MOTOBOY,125754.0
1364,42636,MOTOBOY,125635.0
1365,47110,MOTOBOY,125286.0
1366,42128,BIKER,125136.0
1367,231,MOTOBOY,124883.0
1368,6683,BIKER,124268.0
1369,33582,MOTOBOY,124157.0
1370,41208,BIKER,124093.0
1371,3405,MOTOBOY,124004.0
1372,5748,BIKER,123982.0
1373,4694,MOTOBOY,123780.0
1374,26785,MOTOBOY,123759.0
1375,2321,MOTOBOY,123596.0
1376,43589,BIKER,123586.0
1377,47892,MOTOBOY,123548.0
1378,25658,BIKER,123464.0
1379,6081,MOTOBOY,123386.0
1380,27501,BIKER,123381.0
1381,14161,BIKER,123243.0
1382,16808,MOTOBOY,123198.0
1383,34509,BIKER,122917.0
1384,9171,BIKER,122394.0
1385,38337,BIKER,122135.0
1386,45108,MOTOBOY,122096.0
1387,62465,MOTOBOY,122020.0
1388,31028,BIKER,121926.0
1389,35169,MOTOBOY,121733.0
1390,1005,MOTOBOY,121715.0
1391,16180,BIKER,121705.0
1392,49346,MOTOBOY,121701.0
1393,1004,MOTOBOY,121593.0
1394,12255,BIKER,121556.0
1395,33472,MOTOBOY,121381.0
1396,37103,MOTOBOY,121228.0
1397,619,MOTOBOY,121079.0
1398,18437,MOTOBOY,120741.0
1399,29635,MOTOBOY,120677.0
1400,28477,MOTOBOY,119829.0
1401,36656,BIKER,119800.0
1402,24781,MOTOBOY,119384.0
1403,7956,BIKER,119281.0
1404,45574,MOTOBOY,118812.0
1405,4331,MOTOBOY,118633.0
1406,17596,MOTOBOY,118543.0
1407,4771,MOTOBOY,118423.0
1408,16201,MOTOBOY,118391.0
1409,24088,MOTOBOY,118142.0
1410,539,MOTOBOY,118115.0
1411,9654,BIKER,117945.0
1412,49554,BIKER,117868.0
1413,52919,MOTOBOY,117441.0
1414,26779,MOTOBOY,117367.0
1415,13461,BIKER,117156.0
1416,7467,MOTOBOY,117080.0
1417,6571,BIKER,117034.0
1418,22358,BIKER,117012.0
1419,7319,BIKER,116706.0
1420,43843,BIKER,116464.0
1421,37479,BIKER,116462.0
1422,49120,MOTOBOY,116351.0
1423,3884,MOTOBOY,116279.0
1424,39283,MOTOBOY,115931.0
1425,15085,MOTOBOY,115690.0
1426,33843,MOTOBOY,115607.0
1427,9891,BIKER,115466.0
1428,48312,BIKER,115335.0
1429,23188,MOTOBOY,115293.0
1430,27481,MOTOBOY,115203.0
1431,52423,BIKER,115096.0
1432,16897,MOTOBOY,115029.0
1433,2638,MOTOBOY,114996.0
1434,36312,BIKER,114981.0
1435,39904,BIKER,114911.0
1436,20387,BIKER,114775.0
1437,812,MOTOBOY,114505.0
1438,4527,MOTOBOY,114500.0
1439,55292,BIKER,114304.0
1440,28217,BIKER,114128.0
1441,22098,BIKER,114020.0
1442,55587,MOTOBOY,113735.0
1443,4979,BIKER,113530.0
1444,51236,MOTOBOY,113449.0
1445,31525,MOTOBOY,113300.0
1446,5402,MOTOBOY,113176.0
1447,39818,MOTOBOY,113149.0
1448,46107,BIKER,112839.0
1449,60855,MOTOBOY,112828.0
1450,29676,MOTOBOY,112720.0
1451,26007,MOTOBOY,111595.0
1452,1547,MOTOBOY,111488.0
1453,57012,MOTOBOY,111339.0
1454,40148,BIKER,111276.0
1455,58082,MOTOBOY,111155.0
1456,17998,MOTOBOY,111033.0
1457,3421,MOTOBOY,110943.0
1458,47085,MOTOBOY,110729.0
1459,10378,MOTOBOY,110702.0
1460,50344,MOTOBOY,110604.0
1461,1706,BIKER,110474.0
1462,28811,BIKER,110387.0
1463,48308,MOTOBOY,109935.0
1464,35048,MOTOBOY,109901.0
1465,28836,BIKER,109667.0
1466,37474,MOTOBOY,109664.0
1467,41083,BIKER,109506.0
1468,5727,MOTOBOY,109414.0
1469,7326,BIKER,109223.0
1470,31482,MOTOBOY,109027.0
1471,26790,BIKER,108885.0
1472,48486,BIKER,108873.0
1473,50158,MOTOBOY,108787.0
1474,11615,MOTOBOY,108775.0
1475,16316,MOTOBOY,108489.0
1476,1983,MOTOBOY,108423.0
1477,57899,MOTOBOY,108378.0
1478,45354,MOTOBOY,108317.0
1479,32263,MOTOBOY,108183.0
1480,25799,BIKER,107607.0
1481,51985,BIKER,107551.0
1482,31984,MOTOBOY,106930.0
1483,34049,MOTOBOY,106696.0
1484,9250,MOTOBOY,106660.0
1485,24381,MOTOBOY,106647.0
1486,64114,MOTOBOY,106530.0
1487,5866,MOTOBOY,106424.0
1488,37247,MOTOBOY,106302.0
1489,46901,MOTOBOY,106015.0
1490,56240,MOTOBOY,105876.0
1491,52613,MOTOBOY,105791.0
1492,3364,BIKER,105714.0
1493,54996,BIKER,105625.0
1494,13146,MOTOBOY,105546.0
1495,53339,MOTOBOY,105439.0
1496,24830,BIKER,105370.0
1497,51672,MOTOBOY,105186.0
1498,53146,MOTOBOY,104960.0
1499,45477,MOTOBOY,104712.0
1500,29500,MOTOBOY,104647.0
1501,35632,BIKER,104450.0
1502,46278,MOTOBOY,104444.0
1503,35317,MOTOBOY,104290.0
1504,26661,BIKER,104085.0
1505,40556,MOTOBOY,104082.0
1506,3753,BIKER,103859.0
1507,11585,BIKER,103766.0
1508,39147,MOTOBOY,103566.0
1509,1463,MOTOBOY,103185.0
1510,48332,BIKER,103178.0
1511,63262,MOTOBOY,103140.0
1512,53136,MOTOBOY,103050.0
1513,14511,MOTOBOY,102659.0
1514,10717,BIKER,102634.0
1515,46679,BIKER,102578.0
1516,34747,MOTOBOY,102489.0
1517,44615,MOTOBOY,102484.0
1518,15723,MOTOBOY,102479.0
1519,55735,MOTOBOY,102456.0
1520,15136,MOTOBOY,102413.0
1521,47885,MOTOBOY,102383.0
1522,31054,BIKER,102353.0
1523,54823,MOTOBOY,102267.0
1524,39305,MOTOBOY,102124.0
1525,49467,BIKER,101958.0
1526,11451,MOTOBOY,101871.0
1527,36763,MOTOBOY,101661.0
1528,45692,BIKER,101635.0
1529,4790,MOTOBOY,101305.0
1530,22325,MOTOBOY,101300.0
1531,42793,BIKER,101115.0
1532,52516,MOTOBOY,100696.0
1533,44544,MOTOBOY,100668.0
1534,2945,BIKER,100602.0
1535,874,MOTOBOY,100318.0
1536,59820,MOTOBOY,100260.0
1537,7850,MOTOBOY,100181.0
1538,16165,BIKER,100163.0
1539,45256,MOTOBOY,100076.0
1540,27155,BIKER,100002.0
1541,31055,BIKER,99755.0
1542,46312,MOTOBOY,99538.0
1543,59693,MOTOBOY,99489.0
1544,9022,BIKER,99354.0
1545,12077,MOTOBOY,99253.0
1546,23757,BIKER,99222.0
1547,25971,MOTOBOY,99144.0
1548,19041,MOTOBOY,99119.0
1549,4898,BIKER,99117.0
1550,51335,MOTOBOY,98826.0
1551,19696,BIKER,98625.0
1552,5107,MOTOBOY,98534.0
1553,29962,MOTOBOY,98157.0
1554,37400,BIKER,97542.0
1555,15210,MOTOBOY,97346.0
1556,23855,MOTOBOY,97010.0
1557,57638,BIKER,96882.0
1558,44908,MOTOBOY,96494.0
1559,44322,MOTOBOY,96490.0
1560,50939,MOTOBOY,96327.0
1561,8226,BIKER,96324.0
1562,41031,MOTOBOY,96293.0
1563,49821,MOTOBOY,96201.0
1564,61472,MOTOBOY,96109.0
1565,56696,MOTOBOY,96091.0
1566,45198,MOTOBOY,95938.0
1567,5800,BIKER,95878.0
1568,56317,MOTOBOY,95597.0
1569,25999,BIKER,95432.0
1570,40499,MOTOBOY,94751.0
1571,35425,BIKER,94653.0
